Employee_ID,Full_Name,Age,Gender,Department,City,Salary,Years_Exp,Performance,Education,Status,Join_Date,Bonus_Pct
EMP0479,Grace Wilson,,Female,IT,London,41968.0,9,2.7,Master,On Leave,2013-12-05,10.3
EMP0480,Grace Wilson,58.0,Male,HR,London,55266.0,16,1.6,Master,On Leave,2013-12-08,23.7
EMP0481,Frank Smith,33.0,Female,IT,Glasgow,49000.0,17,3.8,High School,Active,2013-12-11,3.2
EMP0482,Alice Wilson,34.0,Female,HR,Manchester,39011.0,19,,PhD,Active,2013-12-14,24.3
EMP0483,Diana Smith,44.0,Male,Sales,Bristol,27866.0,17,1.4,,On Leave,2013-12-17,5.8
EMP0484,James Wilson,46.0,Female,Finance,London,30898.0,16,3.0,Master,Resigned,2013-12-20,19.3
EMP0485,Grace Wilson,56.0,Male,Marketing,Bristol,,8,4.3,Master,Resigned,2013-12-23,8.5
EMP0486,James Brown,51.0,Male,HR,Leeds,64019.0,13,4.7,Master,Active,2013-12-26,3.6
EMP0487,James Jones,38.0,Male,IT,Bristol,29006.0,28,3.1,High School,Active,2013-12-29,21.4
EMP0488,Grace Smith,41.0,Male,Marketing,Birmingham,59393.0,30,4.8,Master,Active,2014-01-01,7.7
EMP0489,Alice Smith,46.0,Female,Finance,Birmingham,35956.0,3,3.1,PhD,On Leave,2014-01-04,16.5
EMP0490,James Taylor,43.0,Male,Sales,Bristol,75042.0,17,2.6,Bachelor,Resigned,2014-01-07,14.2
EMP0491,Bob Jones,34.0,Male,Marketing,,31078.0,19,4.4,PhD,On Leave,2014-01-10,11.8
EMP0492,Isla Davis,40.0,Female,HR,Leeds,54631.0,8,3.0,High School,Active,2014-01-13,12.4
EMP0493,Alice Taylor,57.0,Female,Finance,Manchester,87901.0,12,2.9,Master,On Leave,2014-01-16,18.3
EMP0494,Charlie Brown,,Non-binary,IT,,94497.0,14,3.0,High School,Active,2014-01-19,2.2
EMP0495,Grace Smith,40.0,Female,Finance,Birmingham,66574.0,26,4.4,Bachelor,Active,2014-01-22,16.7
EMP0496,Charlie Brown,33.0,Female,Finance,Bristol,56417.0,14,4.3,High School,Active,2014-01-25,22.4
EMP0497,Bob Wilson,30.0,Non-binary,Operations,Leeds,90006.0,27,2.6,Master,Active,2014-01-28,1.4
EMP0498,Eve Davis,28.0,Female,Finance,Manchester,64454.0,18,2.3,Bachelor,On Leave,2014-01-31,3.5
EMP0499,James Wilson,49.0,Female,Finance,Bristol,26587.0,25,3.0,Bachelor,On Leave,2014-02-03,17.9
EMP0500,Eve Smith,35.0,Female,Marketing,Bristol,79710.0,25,3.3,Master,Active,2014-02-06,10.9
EMP0501,Bob Brown,52.0,Female,IT,Glasgow,43816.0,24,2.0,Master,Active,2014-02-09,
EMP0502,Henry Taylor,40.0,Non-binary,Marketing,Leeds,54432.0,25,4.2,Master,Active,2014-02-12,3.4
EMP0503,Diana Taylor,37.0,Female,Marketing,Manchester,73617.0,25,2.9,High School,Active,2014-02-15,12.7
EMP0504,Bob Brown,26.0,Female,HR,,59217.0,27,2.3,PhD,Active,2014-02-18,3.2
EMP0505,Bob Smith,56.0,Non-binary,Marketing,Manchester,45884.0,17,1.4,High School,Active,2014-02-21,11.9
EMP0506,James Jones,33.0,Male,Operations,Leeds,30454.0,31,2.0,High School,Active,2014-02-24,
EMP0507,Alice Davis,46.0,Non-binary,Operations,Bristol,68618.0,2,4.8,PhD,Active,2014-02-27,
EMP0508,Isla Davis,42.0,Male,HR,Bristol,87671.0,1,2.2,Master,Active,2014-03-02,12.0
EMP0509,Isla Smith,57.0,Non-binary,Sales,London,72111.0,32,1.7,Master,On Leave,2014-03-05,
EMP0510,Diana Brown,44.0,Non-binary,IT,,64613.0,18,2.8,,Active,2014-03-08,17.2
EMP0511,Eve Smith,37.0,Female,IT,Glasgow,84993.0,16,,PhD,Active,2014-03-11,21.0
EMP0512,Grace Brown,,Male,Marketing,Leeds,33848.0,32,,High School,Active,2014-03-14,10.4
EMP0513,Diana Taylor,60.0,Female,Marketing,Glasgow,91125.0,11,2.3,Bachelor,On Leave,2014-03-17,
EMP0514,Eve Wilson,35.0,Male,Sales,London,,2,3.2,PhD,On Leave,2014-03-20,1.0
EMP0515,Grace Wilson,52.0,Non-binary,Marketing,Birmingham,67222.0,25,3.2,High School,Active,2014-03-23,3.1
EMP0516,Isla Davis,26.0,Non-binary,IT,Leeds,74223.0,34,2.4,Bachelor,Active,2014-03-26,
EMP0517,Isla Brown,56.0,Male,Finance,Manchester,90333.0,7,2.8,Master,Resigned,2014-03-29,10.0
EMP0518,Isla Wilson,44.0,Female,Operations,Birmingham,77732.0,6,4.9,Master,Active,2014-04-01,21.1
EMP0519,Isla Brown,50.0,Female,Finance,Bristol,,15,2.5,High School,Active,2014-04-04,8.7
EMP0520,Charlie Davis,32.0,Female,Finance,London,27462.0,23,2.0,High School,Active,2014-04-07,16.4
EMP0521,Henry Smith,,Female,IT,Birmingham,34460.0,0,2.0,PhD,Active,2014-04-10,17.7
EMP0522,Grace Jones,,Non-binary,Finance,Birmingham,34275.0,24,2.8,Master,On Leave,2014-04-13,14.7
EMP0523,Alice Taylor,30.0,Non-binary,Sales,Bristol,38269.0,9,4.0,High School,Resigned,2014-04-16,8.9
EMP0524,Alice Davis,31.0,Non-binary,HR,,90942.0,15,1.8,,Active,2014-04-19,14.4
EMP0525,Frank Davis,38.0,Non-binary,Marketing,,47553.0,15,3.8,Master,Active,2014-04-22,8.6
EMP0526,Henry Wilson,59.0,Non-binary,HR,Bristol,,7,1.1,PhD,Active,2014-04-25,2.1
EMP0527,Henry Wilson,,Female,Operations,Manchester,69036.0,28,2.7,,Active,2014-04-28,24.8
EMP0528,Grace Jones,34.0,Female,Marketing,Leeds,42369.0,27,4.1,PhD,Active,2014-05-01,3.2
EMP0529,James Brown,,Female,Finance,Birmingham,36795.0,5,2.4,High School,Active,2014-05-04,1.8
EMP0530,Diana Taylor,30.0,Female,Operations,Manchester,93154.0,15,3.3,PhD,On Leave,2014-05-07,22.0
EMP0531,Charlie Taylor,48.0,Non-binary,Marketing,London,55143.0,19,1.8,PhD,Resigned,2014-05-10,7.5
EMP0532,Frank Jones,23.0,Non-binary,Sales,London,54425.0,15,4.0,Master,On Leave,2014-05-13,16.3
EMP0533,Diana Taylor,26.0,Non-binary,Sales,,30368.0,6,1.2,PhD,Resigned,2014-05-16,8.2
EMP0534,Diana Smith,50.0,Male,Sales,Leeds,29621.0,13,4.4,High School,Active,2014-05-19,9.8
EMP0535,Grace Taylor,58.0,Female,Sales,Bristol,83829.0,25,1.8,Bachelor,Resigned,2014-05-22,6.6
EMP0536,Isla Davis,,Female,Finance,Bristol,85294.0,25,4.5,PhD,Active,2014-05-25,8.6
EMP0537,Eve Wilson,40.0,Non-binary,HR,Glasgow,39719.0,13,,PhD,Active,2014-05-28,10.3
EMP0538,Frank Smith,29.0,Female,Marketing,Bristol,54227.0,6,3.9,Bachelor,On Leave,2014-05-31,18.0
EMP0539,Frank Jones,22.0,Female,Finance,Glasgow,32566.0,32,2.3,High School,On Leave,2014-06-03,12.8
EMP0540,Eve Jones,43.0,Non-binary,Sales,London,37306.0,25,4.6,High School,Active,2014-06-06,23.6
EMP0541,Alice Brown,38.0,Male,HR,London,78822.0,19,1.5,PhD,Active,2014-06-09,1.0
EMP0542,Frank Davis,28.0,Male,Operations,Bristol,49042.0,2,1.7,Master,Active,2014-06-12,12.6
EMP0543,Alice Brown,46.0,Male,Operations,London,40086.0,3,3.0,PhD,Active,2014-06-15,14.6
EMP0544,Frank Taylor,25.0,Non-binary,Operations,Leeds,42387.0,25,1.3,Bachelor,Resigned,2014-06-18,23.0
EMP0545,Alice Taylor,57.0,Female,Sales,Glasgow,52042.0,10,1.8,Bachelor,Active,2014-06-21,1.2
EMP0546,Isla Wilson,27.0,Non-binary,Operations,Glasgow,76618.0,1,4.8,Bachelor,Active,2014-06-24,14.3
EMP0547,Eve Jones,52.0,Non-binary,IT,Bristol,43323.0,13,4.9,PhD,Active,2014-06-27,21.3
EMP0548,Isla Davis,40.0,Female,Marketing,London,43019.0,29,2.5,PhD,Active,2014-06-30,
EMP0549,Grace Jones,60.0,Male,Marketing,Manchester,65863.0,11,4.7,High School,Resigned,2014-07-03,21.9
EMP0550,Grace Brown,48.0,Male,Sales,Glasgow,35283.0,25,3.2,Master,Resigned,2014-07-06,0.5
EMP0551,Isla Davis,31.0,Non-binary,IT,Bristol,43279.0,32,,PhD,Active,2014-07-09,18.3
EMP0552,Charlie Jones,47.0,Male,Finance,Bristol,71999.0,12,3.8,High School,Active,2014-07-12,23.3
EMP0553,Henry Wilson,,Non-binary,Finance,Leeds,87780.0,13,3.6,PhD,Active,2014-07-15,16.4
EMP0554,Henry Brown,60.0,Non-binary,Operations,Birmingham,47908.0,23,5.0,High School,Active,2014-07-18,11.0
EMP0555,Isla Wilson,24.0,Female,HR,Birmingham,86584.0,33,2.1,High School,On Leave,2014-07-21,1.1
EMP0556,Grace Brown,34.0,Female,Finance,Glasgow,75225.0,25,3.7,Master,Resigned,2014-07-24,23.0
EMP0557,Diana Brown,49.0,Female,HR,Leeds,62952.0,20,1.2,PhD,Resigned,2014-07-27,11.8
EMP0558,James Taylor,41.0,Non-binary,Marketing,,62663.0,27,,High School,Active,2014-07-30,0.7
EMP0559,Grace Brown,49.0,Female,HR,Leeds,86381.0,1,1.0,Bachelor,Active,2014-08-02,17.2
EMP0560,Frank Taylor,29.0,Male,Marketing,Glasgow,72929.0,8,5.0,Bachelor,Resigned,2014-08-05,12.0
EMP0561,Eve Brown,60.0,Male,IT,Birmingham,34343.0,22,4.2,Bachelor,Active,2014-08-08,3.1
EMP0562,Alice Jones,22.0,Non-binary,IT,Leeds,,14,4.1,Master,Active,2014-08-11,5.4
EMP0563,Frank Smith,24.0,Non-binary,Sales,London,54134.0,12,3.0,High School,Active,2014-08-14,1.6
EMP0564,Frank Brown,34.0,Female,Sales,Bristol,72101.0,22,2.2,Master,Active,2014-08-17,14.4
EMP0565,Grace Smith,49.0,Non-binary,Operations,,94443.0,16,1.6,PhD,Active,2014-08-20,
EMP0566,Alice Wilson,46.0,Non-binary,Finance,Manchester,82530.0,1,2.1,PhD,Active,2014-08-23,12.6
EMP0567,Charlie Wilson,,Male,Operations,Manchester,71799.0,19,2.5,High School,On Leave,2014-08-26,20.4
EMP0568,Charlie Wilson,59.0,Male,Marketing,Glasgow,29827.0,19,4.0,Bachelor,Active,2014-08-29,21.5
EMP0569,Isla Smith,27.0,Female,Operations,Glasgow,87653.0,2,3.2,High School,Active,2014-09-01,15.4
EMP0570,Diana Davis,53.0,Non-binary,HR,Bristol,38699.0,11,1.3,High School,Active,2014-09-04,
EMP0571,Bob Smith,42.0,Non-binary,Marketing,London,30313.0,1,1.1,,Active,2014-09-07,17.4
EMP0572,Grace Jones,37.0,Male,Sales,Birmingham,38598.0,13,1.4,Master,Active,2014-09-10,
EMP0573,James Wilson,42.0,Non-binary,IT,Birmingham,53807.0,15,2.6,PhD,Active,2014-09-13,14.1
EMP0574,Isla Taylor,32.0,Male,Sales,Glasgow,94390.0,18,4.7,High School,On Leave,2014-09-16,16.2
EMP0575,Alice Jones,58.0,Female,Finance,London,70226.0,33,3.5,High School,Active,2014-09-19,
EMP0576,Isla Jones,57.0,Male,Marketing,Glasgow,84550.0,5,4.2,High School,Resigned,2014-09-22,22.9
EMP0577,Bob Brown,56.0,Non-binary,Marketing,,28558.0,12,2.9,Master,Resigned,2014-09-25,3.3
EMP0578,Isla Brown,40.0,Female,HR,Glasgow,75113.0,21,2.4,Master,On Leave,2014-09-28,16.8
EMP0579,Alice Smith,41.0,Male,Finance,Leeds,77999.0,17,1.4,Master,Active,2014-10-01,0.1
EMP0580,Charlie Jones,39.0,Male,IT,Glasgow,80878.0,11,4.5,High School,Active,2014-10-04,23.1
EMP0581,Diana Wilson,35.0,Female,Marketing,Bristol,61343.0,29,4.1,Bachelor,Resigned,2014-10-07,2.8
EMP0582,Bob Jones,36.0,Female,Marketing,Glasgow,83219.0,6,1.7,,Active,2014-10-10,2.4
EMP0583,Diana Davis,52.0,Male,HR,Bristol,60186.0,31,3.0,Bachelor,On Leave,2014-10-13,
EMP0584,Isla Smith,,Non-binary,Operations,London,61966.0,18,2.9,PhD,Active,2014-10-16,9.3
EMP0585,Grace Jones,24.0,Male,IT,Birmingham,58769.0,5,3.5,,Active,2014-10-19,
EMP0586,Bob Brown,37.0,Female,Sales,Manchester,78218.0,19,4.8,Bachelor,Active,2014-10-22,14.6
EMP0587,Alice Davis,44.0,Male,Finance,Manchester,44229.0,26,3.3,Bachelor,Resigned,2014-10-25,11.1
EMP0588,Charlie Wilson,32.0,Female,Marketing,Birmingham,52877.0,6,3.2,Bachelor,Active,2014-10-28,0.9
EMP0589,Isla Wilson,33.0,Female,Marketing,Manchester,,4,,High School,On Leave,2014-10-31,8.0
EMP0590,Bob Jones,,Non-binary,Sales,Glasgow,63084.0,10,1.3,Bachelor,Active,2014-11-03,20.3
EMP0591,Diana Brown,53.0,Female,IT,London,41806.0,14,1.7,Bachelor,Active,2014-11-06,17.2
EMP0592,Alice Taylor,37.0,Female,Operations,London,62034.0,2,1.1,High School,Resigned,2014-11-09,18.1
EMP0593,James Wilson,29.0,Non-binary,Marketing,Birmingham,65317.0,4,,,Resigned,2014-11-12,17.5
EMP0594,Alice Jones,59.0,Female,IT,Manchester,80468.0,22,3.9,Master,On Leave,2014-11-15,7.8
EMP0595,Charlie Jones,33.0,Non-binary,Sales,Glasgow,44094.0,8,1.5,Bachelor,Active,2014-11-18,2.5
EMP0596,Isla Wilson,45.0,Non-binary,HR,London,82796.0,14,4.3,Master,On Leave,2014-11-21,6.8
EMP0597,Grace Jones,49.0,Female,Operations,,35589.0,2,1.6,PhD,On Leave,2014-11-24,20.8
EMP0598,Eve Brown,29.0,Female,Finance,Leeds,82221.0,28,2.2,PhD,Active,2014-11-27,24.5
EMP0599,Alice Brown,49.0,Male,Marketing,Leeds,26657.0,5,2.0,Bachelor,Resigned,2014-11-30,12.3
EMP0600,Bob Brown,57.0,Non-binary,IT,London,,16,,,Active,2014-12-03,0.2
EMP0601,Grace Jones,47.0,Male,HR,Birmingham,,25,2.0,,Resigned,2014-12-06,3.5
EMP0602,Bob Smith,29.0,Female,Finance,Bristol,28164.0,20,3.0,Master,Resigned,2014-12-09,8.1
EMP0603,Grace Brown,49.0,Male,IT,Bristol,66247.0,7,2.6,Master,Active,2014-12-12,14.5
EMP0604,Alice Brown,49.0,Non-binary,IT,Glasgow,44601.0,20,4.9,,Active,2014-12-15,1.9
EMP0605,Grace Taylor,58.0,Male,Finance,London,75599.0,10,1.2,Master,Active,2014-12-18,23.6
EMP0606,Henry Brown,57.0,Non-binary,HR,London,29552.0,7,1.6,PhD,Active,2014-12-21,9.1
EMP0607,Isla Taylor,48.0,Female,Sales,London,34417.0,23,,Bachelor,Active,2014-12-24,
EMP0608,Isla Jones,38.0,Female,HR,Birmingham,83579.0,34,3.5,,Active,2014-12-27,19.5
EMP0609,Frank Jones,30.0,Non-binary,Operations,Leeds,93207.0,13,1.2,Master,On Leave,2014-12-30,
EMP0610,Charlie Jones,54.0,Female,Marketing,London,,13,4.3,Bachelor,Active,2015-01-02,15.2
EMP0611,Alice Davis,41.0,Female,Finance,London,,9,3.0,Master,Active,2015-01-05,15.7
EMP0612,Alice Jones,34.0,Female,Sales,Manchester,46438.0,11,3.1,Master,Active,2015-01-08,16.0
EMP0613,James Wilson,49.0,Female,Finance,Birmingham,83819.0,33,3.2,High School,Resigned,2015-01-11,15.7
EMP0614,Charlie Smith,50.0,Non-binary,Finance,Glasgow,68856.0,9,1.7,,Active,2015-01-14,
EMP0615,Bob Wilson,34.0,Male,HR,London,,16,1.8,,Active,2015-01-17,24.7
EMP0616,James Brown,56.0,Male,Marketing,Manchester,66938.0,16,2.3,Master,Active,2015-01-20,18.3
EMP0617,Isla Smith,,Female,Operations,Bristol,74028.0,2,3.4,PhD,Resigned,2015-01-23,19.4
EMP0618,Henry Wilson,39.0,Male,IT,Glasgow,84807.0,30,1.8,Bachelor,On Leave,2015-01-26,21.8
EMP0619,Diana Davis,26.0,Male,IT,London,74877.0,0,1.5,Master,Active,2015-01-29,5.4
EMP0620,Frank Davis,46.0,Female,Finance,London,68461.0,11,4.9,High School,Resigned,2015-02-01,2.1
EMP0621,Grace Jones,23.0,Female,Marketing,Manchester,65469.0,3,1.1,Bachelor,Resigned,2015-02-04,12.1
EMP0622,Bob Brown,31.0,Male,Sales,Birmingham,45435.0,12,4.2,High School,On Leave,2015-02-07,12.9
EMP0623,Isla Jones,51.0,Non-binary,HR,London,39191.0,33,4.2,High School,Active,2015-02-10,20.7
EMP0624,Eve Davis,26.0,Female,Marketing,Bristol,52386.0,20,2.2,PhD,Resigned,2015-02-13,11.1
EMP0625,James Jones,54.0,Non-binary,Marketing,London,56721.0,21,1.5,PhD,On Leave,2015-02-16,14.3
EMP0626,Diana Smith,,Male,HR,Bristol,79786.0,3,,Master,Active,2015-02-19,13.2
EMP0627,Grace Brown,39.0,Female,Finance,Glasgow,38704.0,17,3.8,PhD,Active,2015-02-22,1.0
EMP0628,Alice Taylor,53.0,Non-binary,Marketing,Glasgow,81635.0,4,3.6,High School,Active,2015-02-25,15.4
EMP0629,Grace Wilson,32.0,Female,IT,Leeds,,18,4.1,High School,On Leave,2015-02-28,20.7
EMP0630,Grace Brown,,Male,HR,Leeds,87993.0,1,,Bachelor,Active,2015-03-03,3.9
EMP0631,James Smith,47.0,Non-binary,Sales,Bristol,50416.0,11,3.8,High School,Active,2015-03-06,14.9
EMP0632,Eve Smith,46.0,Male,Operations,Birmingham,26814.0,16,,Master,Resigned,2015-03-09,14.8
EMP0633,Charlie Taylor,43.0,Male,Finance,London,75258.0,9,,Master,Resigned,2015-03-12,4.1
EMP0634,Charlie Brown,48.0,Female,HR,London,41508.0,33,4.4,PhD,Active,2015-03-15,3.1
EMP0635,Alice Brown,34.0,Non-binary,Operations,Leeds,,5,1.8,PhD,On Leave,2015-03-18,24.5
EMP0636,James Brown,54.0,Male,Operations,Bristol,71335.0,7,1.3,PhD,On Leave,2015-03-21,9.8
EMP0637,Frank Smith,55.0,Male,Sales,London,71806.0,10,3.8,Master,Active,2015-03-24,5.7
EMP0638,Henry Wilson,56.0,Non-binary,Marketing,London,88768.0,11,,High School,Active,2015-03-27,4.3
EMP0639,James Smith,22.0,Male,Sales,Birmingham,60739.0,8,4.7,PhD,Resigned,2015-03-30,
EMP0640,Henry Brown,,Male,Marketing,Manchester,59785.0,1,3.6,,Resigned,2015-04-02,15.2
EMP0641,Alice Davis,,Non-binary,Marketing,Leeds,56980.0,7,1.4,PhD,On Leave,2015-04-05,16.1
EMP0642,Alice Smith,49.0,Non-binary,HR,Leeds,26609.0,10,4.8,Master,On Leave,2015-04-08,2.2
EMP0643,Frank Smith,38.0,Non-binary,HR,Manchester,91253.0,9,2.0,PhD,Active,2015-04-11,22.3
EMP0644,Grace Taylor,26.0,Non-binary,Finance,London,53141.0,20,2.3,High School,Active,2015-04-14,9.7
EMP0645,Charlie Taylor,52.0,Female,Marketing,Birmingham,55009.0,19,2.6,PhD,Active,2015-04-17,7.8
EMP0646,Diana Brown,,Non-binary,Operations,Birmingham,31782.0,7,,Master,Active,2015-04-20,11.6
EMP0647,Charlie Wilson,59.0,Female,IT,Leeds,50933.0,28,3.0,Master,Active,2015-04-23,9.8
EMP0648,Henry Brown,24.0,Female,Finance,Birmingham,33307.0,11,1.5,Bachelor,On Leave,2015-04-26,21.6
EMP0649,Isla Wilson,44.0,Female,HR,Glasgow,63346.0,13,2.6,Master,On Leave,2015-04-29,23.2
EMP0650,Isla Smith,58.0,Male,Sales,Manchester,75772.0,20,2.4,Bachelor,On Leave,2015-05-02,7.6
EMP0651,Eve Brown,58.0,Female,Finance,London,65149.0,21,4.1,High School,Active,2015-05-05,21.6
EMP0652,Diana Taylor,31.0,Female,Finance,Glasgow,52526.0,20,4.2,,Active,2015-05-08,19.5
EMP0653,James Smith,31.0,Male,Finance,Manchester,93477.0,29,1.6,PhD,On Leave,2015-05-11,23.3
EMP0654,Frank Brown,40.0,Male,Finance,Bristol,30695.0,19,2.5,High School,Resigned,2015-05-14,6.1
EMP0655,Frank Davis,38.0,Male,IT,Leeds,64169.0,23,2.5,PhD,Active,2015-05-17,14.4
EMP0656,Charlie Smith,42.0,Non-binary,Sales,,72947.0,22,1.6,PhD,Resigned,2015-05-20,6.9
EMP0657,Charlie Smith,35.0,Male,Sales,Bristol,,6,4.2,PhD,Active,2015-05-23,20.6
EMP0658,Frank Brown,30.0,Male,Sales,Birmingham,70865.0,8,3.8,High School,On Leave,2015-05-26,0.1
EMP0659,Frank Smith,,Female,Marketing,Glasgow,50553.0,0,1.8,High School,Active,2015-05-29,14.1
EMP0660,Frank Taylor,34.0,Male,Operations,London,85410.0,25,2.5,Master,On Leave,2015-06-01,8.5
EMP0661,Bob Brown,25.0,Non-binary,Sales,London,49816.0,21,1.4,PhD,Active,2015-06-04,8.1
EMP0662,Isla Davis,22.0,Male,Finance,London,80026.0,9,3.5,Bachelor,Active,2015-06-07,16.1
EMP0663,James Smith,61.0,Non-binary,Finance,Birmingham,75705.0,5,1.5,Master,Active,2015-06-10,
EMP0664,Frank Brown,53.0,Male,Sales,Bristol,86922.0,16,4.9,High School,Active,2015-06-13,15.2
EMP0665,Charlie Davis,55.0,Male,Sales,London,26881.0,23,4.1,Bachelor,On Leave,2015-06-16,21.3
EMP0666,Diana Jones,49.0,Male,Finance,,64567.0,9,2.6,High School,Resigned,2015-06-19,6.6
EMP0667,James Davis,52.0,Male,Marketing,Birmingham,72365.0,7,3.3,Bachelor,On Leave,2015-06-22,13.0
EMP0668,Henry Brown,29.0,Non-binary,HR,,50006.0,20,4.6,Master,Active,2015-06-25,11.3
EMP0669,Diana Jones,60.0,Non-binary,HR,Bristol,66198.0,5,3.2,Bachelor,Active,2015-06-28,0.3
EMP0670,James Smith,47.0,Female,Sales,Glasgow,47831.0,20,1.7,Master,Resigned,2015-07-01,13.9
EMP0671,Eve Wilson,55.0,Non-binary,IT,Birmingham,41459.0,23,2.5,High School,Active,2015-07-04,16.5
EMP0672,Charlie Smith,24.0,Male,Sales,Birmingham,57443.0,32,4.4,Bachelor,Resigned,2015-07-07,14.8
EMP0673,Bob Taylor,33.0,Female,Sales,Leeds,67316.0,17,,PhD,Resigned,2015-07-10,18.4
EMP0674,Henry Wilson,22.0,Female,HR,Birmingham,89486.0,27,3.6,PhD,On Leave,2015-07-13,14.3
EMP0675,Diana Brown,26.0,Female,Finance,Birmingham,30877.0,31,4.5,High School,Active,2015-07-16,1.7
EMP0676,James Taylor,51.0,Male,Sales,Manchester,64553.0,11,4.6,Bachelor,Active,2015-07-19,
EMP0677,Isla Davis,51.0,Non-binary,Finance,London,29922.0,26,4.7,PhD,Active,2015-07-22,14.9
EMP0678,Charlie Wilson,38.0,Male,Finance,Leeds,29686.0,9,1.4,Master,Resigned,2015-07-25,6.9
EMP0679,Bob Jones,44.0,Female,IT,Leeds,57766.0,31,3.2,Bachelor,Resigned,2015-07-28,2.0
EMP0680,Diana Smith,36.0,Male,Finance,Leeds,57006.0,25,4.0,,Active,2015-07-31,10.7
EMP0681,Alice Brown,,Male,HR,Manchester,56422.0,24,4.0,PhD,Active,2015-08-03,13.9
EMP0682,Frank Smith,42.0,Non-binary,Marketing,Glasgow,37205.0,10,,Master,Resigned,2015-08-06,8.2
EMP0683,Eve Davis,35.0,Non-binary,Marketing,Birmingham,48527.0,22,1.7,Master,Active,2015-08-09,18.0
EMP0684,James Smith,23.0,Female,Operations,London,43443.0,33,4.2,Master,Active,2015-08-12,16.1
EMP0685,Alice Smith,32.0,Male,Sales,Bristol,41524.0,22,3.9,Bachelor,Active,2015-08-15,8.3
EMP0686,James Jones,60.0,Male,HR,Glasgow,53202.0,28,1.3,High School,Active,2015-08-18,18.9
EMP0687,Eve Wilson,59.0,Non-binary,Finance,,90552.0,30,2.9,Bachelor,Active,2015-08-21,16.2
EMP0688,Isla Taylor,55.0,Male,Marketing,Manchester,71142.0,6,1.7,Bachelor,Active,2015-08-24,15.9
EMP0689,Grace Jones,59.0,Male,HR,Birmingham,86692.0,32,2.3,PhD,Resigned,2015-08-27,13.8
EMP0690,James Wilson,55.0,Male,Marketing,Birmingham,45855.0,20,1.1,High School,On Leave,2015-08-30,0.3
EMP0691,Bob Jones,39.0,Non-binary,Finance,Manchester,85372.0,1,2.6,Master,Active,2015-09-02,17.4
EMP0692,Alice Jones,51.0,Female,Marketing,Leeds,,17,3.2,PhD,Resigned,2015-09-05,9.4
EMP0693,Bob Taylor,36.0,Female,Sales,Leeds,63724.0,32,3.5,Bachelor,Resigned,2015-09-08,23.6
EMP0694,Charlie Jones,48.0,Male,Sales,London,74241.0,33,3.7,High School,Active,2015-09-11,20.4
EMP0695,Diana Brown,55.0,Female,Operations,London,77003.0,19,4.3,Master,Active,2015-09-14,14.7
EMP0696,Bob Davis,59.0,Non-binary,Operations,Leeds,,34,1.9,Master,Active,2015-09-17,6.3
EMP0697,Grace Wilson,54.0,Non-binary,Marketing,Glasgow,40972.0,17,1.5,Bachelor,Resigned,2015-09-20,
EMP0698,Eve Smith,,Female,HR,Bristol,47927.0,23,4.4,Master,Active,2015-09-23,8.5
EMP0699,James Davis,36.0,Female,Sales,Birmingham,91630.0,7,1.6,Master,Active,2015-09-26,11.9
EMP0700,Grace Smith,51.0,Male,HR,Bristol,77347.0,29,,High School,Active,2015-09-29,7.4
EMP0701,Frank Davis,38.0,Female,HR,Birmingham,94518.0,9,,PhD,Resigned,2015-10-02,12.9
EMP0702,Charlie Davis,26.0,Male,Marketing,Leeds,70283.0,22,3.0,High School,Resigned,2015-10-05,4.1
EMP0703,Alice Wilson,50.0,Male,HR,London,37205.0,10,4.9,,Resigned,2015-10-08,
EMP0704,Eve Davis,25.0,Non-binary,Sales,Glasgow,37748.0,1,1.4,PhD,Active,2015-10-11,2.7
EMP0705,Charlie Jones,31.0,Non-binary,Finance,London,46097.0,25,2.2,PhD,Active,2015-10-14,23.3
EMP0706,Frank Smith,38.0,Non-binary,Operations,Bristol,28092.0,32,3.6,Master,Active,2015-10-17,22.8
EMP0707,Isla Davis,31.0,Non-binary,Finance,,78311.0,12,2.4,High School,Active,2015-10-20,13.1
EMP0708,Isla Smith,38.0,Female,HR,Leeds,47692.0,24,4.7,Master,Active,2015-10-23,18.1
EMP0709,Diana Smith,41.0,Non-binary,Finance,Glasgow,48862.0,3,1.3,Bachelor,On Leave,2015-10-26,10.9
EMP0710,Alice Jones,45.0,Female,Sales,Bristol,29926.0,18,3.2,High School,Active,2015-10-29,15.8
EMP0711,Henry Wilson,26.0,Non-binary,Sales,Glasgow,28969.0,17,3.4,PhD,Resigned,2015-11-01,
EMP0712,Henry Davis,55.0,Female,HR,Birmingham,60733.0,29,3.6,Master,Active,2015-11-04,7.5
EMP0713,Isla Wilson,27.0,Male,Marketing,London,94855.0,18,2.0,Master,Active,2015-11-07,14.5
EMP0714,Eve Smith,,Female,Finance,Glasgow,66743.0,22,2.5,High School,Active,2015-11-10,12.5
EMP0715,Bob Brown,34.0,Female,Marketing,Manchester,64876.0,15,4.4,High School,Active,2015-11-13,14.5
EMP0716,Eve Taylor,32.0,Non-binary,Marketing,London,45323.0,0,1.8,,Active,2015-11-16,7.2
EMP0717,Frank Davis,44.0,Female,IT,,41428.0,11,,PhD,Resigned,2015-11-19,9.2
EMP0718,Charlie Smith,37.0,Male,HR,Glasgow,,23,3.3,Bachelor,Active,2015-11-22,2.1
EMP0719,Grace Brown,52.0,Male,Operations,Bristol,89140.0,33,4.0,PhD,Active,2015-11-25,1.3
